Paper_ID,ML_Condition_ID,Observation_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page,Figure,Table,Section,Extraction_Method,Confidence,Reviewer_Status,Reviewer_Notes
P018,P018_MC03,OBS086,grain size,Grain_size_um=0.02,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC03,OBS086,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,grain size,Grain_size_um=0.005,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC04,OBS087,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,grain size,Grain_size_um=0.01,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC05,OBS088,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,grain size,Grain_size_um=0.02,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC06,OBS089,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE06,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,grain size,Grain_size_um=0.005,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC07,OBS090,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE07,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,grain size,Grain_size_um=0.01,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC08,OBS091,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE08,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,grain size,Grain_size_um=0.02,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC09,OBS092,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE09,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,grain size,Grain_size_um=0.005,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC10,OBS093,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE10,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,grain size,Grain_size_um=0.01,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC11,OBS094,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE11,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,grain size,Grain_size_um=0.02,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC12,OBS095,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE12,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,test temperature,Test_T_K=77.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,processing history,Processing_route=MD atomic-scale SFE/deformation calculations transferred to mesoscale crystal-plasticity model,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,TRIP evidence,Evidence_TRIP=Model evaluates stress-induced martensitic-transformation contribution to strength,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P019,P019_MC01,OBS096,TWIP evidence,Evidence_TWIP=Model evaluates twinning contribution to strength,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
